Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4508006149716,5.6490539026237,10.0561007922548,11.8573320632089,11.1453640115501,10.3636386654384,9.36152021128553,9.79723660427779,8.44158737716968,6.96343671917276,6.84138937730153,6.80608488408303,6.77810923883982,8.72198937517673,5.01166646465693,4.76841121077967,4.68504702949228,4.7500447835131,4.64598154008681,4.75045997570861,4.80104301642181,5.47527489339298,6.1671843856504,5.66531157603221,4.65116882283132,4.3700437788908,4.41691543634403,4.56785118025741,4.47677399209847,4.11575648779356,4.34203412783304,4.16832822439069,4.50688618256533,4.32561053879483,4.31914942964047,4.89135358790863,4.60059169568986,4.4203993038464,4.20501409463474,5.71148511499007,6.5587626121061,5.76747490819457,6.02306023526246,5.75227640931944,6.08621695565171
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1313726538209,43.9725400282911,45.8032024598864,45.1924312209896,42.7384283670828,46.6388394486218,43.5300066111487,42.0041415606782,42.8945846718162,42.2697313812777,42.2838305792496,33.2718794578641,31.7672428092758,34.1322718402493,37.2991204114669,35.4209197179743,23.3814603902749,22.340114560034,22.5941476157036,22.1187903791379,21.746711247782,23.0066186321239,22.6395279130452,22.4953278200255,23.0838178175003,24.306623290035,24.1725782826681,23.5440216722512,23.1253804073443,23.0852937526002,21.8785926263461,23.2679773559416,23.1020509663714,22.1336473653626,21.2248099514406,20.4724627471447,19.3600439818506,18.3547582766688,18.188502309123,18.7490514528298,18.754627572495,19.5061183894885,22.1234751955181,22.819456851691,22.1441739234284,20.9406935314976,20.1499461312909
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1313726538209,21.9862700141455,34.3524018449148,33.8943234157422,32.682327574828,33.9910185811989,32.3846425995985,30.6983539256546,29.892473267253,29.9772291651391,29.2608957285905,22.8281314523658,21.839067113426,23.3085964339674,26.0497364772714,23.7212337008806,14.5422791502638,13.0671912422053,13.0186253775094,12.1551371990664,12.3085333278888,13.1346595913847,13.0895379357967,12.3569626659174,14.4507645634139,15.0995301566951,14.7382811396728,14.1089458704485,14.1542648057288,13.9551769000753,13.0594621488915,12.7218596106703,11.7837976692113,10.6759423074609,10.4796122911618,10.3370973963623,10.5209374571105,10.7864511144495,10.7214980093214,10.5284573770078,10.3325005328998,10.692931568332,11.9043730112478,13.0740816282273,13.2531636224002,12.1108065153855,11.7722632755736
Brazil,BRA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,..,11.1000000009932,8.10000000014226,-0.200000000374359,4.9999999998295,-4.69999999958429,11.6999999994491,2.20000000050237,14.1999999994945,11.2000000000488,11.9000000000972,11.8599999999997,13.9499999999998,16.6199999999999,7.75000000000017,3.80999999999993,12.1199999999999,2.27000000000004,6.11000000000008,6.85999999999989,9.11000000000027,-10.3937007874018,-0.172957290707657,-5.84323040380032,6.17023802457393,8.35825902216764,11.281376570441,0.959755192878362,-3.43283582089569,2.87956247770794,-9.46470669810033,0.149381862987852,-4.14574614545153,8.3096662797787,6.95405100986545,1.99421606410898,0.0802207622298425,2.49340783042651,-4.84114432358929,-1.86260103740246,5.68958372325407,0.713388265638315,2.0930049375448,2.65936944930047,9.08282065320651,2.24270792531978,1.23359974393176,6.14130942001745,4.14954925869489,-9.26395623193726,9.19003493298337,2.24718419264008,-2.37869010665511,3.01330101667483,-4.68703297639247,-8.48427120815636,-4.76702289394602,2.30954190752686,1.39279554745511,-0.425804288807129,-4.66651472080814,3.77761034574323,-0.546624449215813,-1.27290347262139,3.87269877186993,-0.155256291465804
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6278356939529,12.761526959305,14.7587820517537,12.590146869358,11.1409081379377,11.8872212915256,11.9698618012495,12.3711688680768,14.4858996246715,16.0001642772964,14.3118892236086,14.7442418256611,14.0668052120423,11.3500942678804,9.00155420026002,9.11134627987528,9.849149349554,11.1103644206652,..
Brazil,BRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.02469584091,46.1313726538209,43.9725400282911,45.8032024598864,45.1924312209896,42.7384283670828,43.4768842317661,41.4271077410449,40.6694305204324,41.2352675973291,44.7820179045428,48.3673092660952,60.4966083040231,60.5497130345354,68.3574513681691,73.3378800322126,56.8943424724272,58.1214163702779,60.3188797926266,60.6057128117431,61.1185930442759,60.2036566282485,58.251861249965,57.7136922463033,57.3481454732969,56.3578281380465,54.9204711078884,56.0758916060326,57.1381272138218,57.7262362176441,56.8048617742178,59.1450592182315,57.6129219708142,57.5681693201729,58.733602508431,59.6787579933734,61.2509740086137,62.3078671738493,63.2036958324333,63.33867286247,62.6533503532075,63.067849250681,61.4484446407781,56.9133841887799,58.0872310744068,59.1789358567535,59.1707527173878,59.7388368058983
United States,USA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.33691209333386,1.21399707177139,1.15124131310291,1.1505549143143,1.12925705700728,0.973712301131986,1.1210468251509,1.26548334003973,1.15050675283148,1.00948747512139,1.07512389607238,1.05300030562235,0.960285754997542,1.02943688973818,1.20055880447177,1.14932980065793,1.31815003575389,1.16824049198161,1.02890409132672,0.937140437714336,0.940362226343714,0.898498260790929,0.83262086291437,0.934873150907349,0.942961672907101,..,..,..,..
United States,USA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1321077622147,22.6705607870047,22.5586035635123,22.4515773169165,21.4690060196019,20.6524748771812,20.7394622854375,20.9500317503296,21.2062733847798,21.5869679549535,21.4238805413318,20.7935016115926,19.2684745484325,19.3102488269796,19.4074975198292,19.1626139460083,19.1988903588794,19.2684337605714,18.4967127664639,17.9368724917791,18.3087442284361,18.5195461519261,18.1454838448797,17.2505706989302,17.5751653495616,..,..,..,..
United States,USA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.0871819838574,15.7743273531839,15.4590709001978,15.1150690882174,13.9193104206237,13.4528837394598,13.3165025029569,13.1741780601703,12.9833217030159,12.9907263775984,12.7697556443079,12.2167268184361,11.6987879252113,11.9060799107128,11.9472438629074,11.8575622570978,11.7719128367022,11.6174420373125,11.6055807430427,11.1581029329942,11.1814907295506,11.2802494089516,10.9764075104612,10.4725237062381,10.5250313827085,..,..,..,..
United States,USA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
